feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
0.405,-0.651,-0.951,0.745,0.333,0.589,0.093,-0.225,0.093,1.566,0.018,0.822,-0.552,-0.386,1.415,0.635,-0.325,0.617,0.504,1.008,-0.941,0.559,0.748,0.713,0.818,1.661,0.187,0.157,-1.173,-0.884,1.74,-0.872,0.369,-0.039,1.306,1.145,0.784,-1.614,0.736,-1.03,-0.22,0.594,2.646,-0.513,-0.782,-0.508,-0.974,0.356,-0.71,0.946,-7691.879
-1.88,-1.157,-0.382,0.187,0.376,1.188,-0.601,-0.311,-0.527,-1.152,0.787,1.591,1.737,0.536,-0.649,-0.78,-0.497,0.368,-2.113,-0.581,-0.755,-0.742,0.05,0.805,-0.364,-1.126,0.433,0.273,-1.667,0.291,-1.779,0.576,-1.022,-0.907,-1.221,-0.399,0.669,-0.399,1.506,0.277,-0.188,-0.219,2.396,-0.003,-0.034,-2.485,-1.31,0.185,-0.341,-0.987,-7644.87
-0.614,1.233,-1.762,2.117,-0.202,-0.479,-1.015,-0.058,-0.493,1.489,-1.53,1.933,0.448,0.471,1.742,-1.127,-1.294,-0.374,0.607,0.601,0.392,-0.379,0.717,0.863,-1.006,-0.42,-1.213,0.779,-0.263,0.962,-0.484,1.147,-2.044,1.572,0.249,0.293,-0.696,-0.141,0.78,-0.464,0.372,1.475,0.774,-0.334,-1.09,0.815,-0.614,1.205,1.314,0.505,-6102.048
0.619,-1.095,-1.093,-0.949,0.215,-0.657,1.467,-1.746,-0.517,0.239,1.911,0.368,-0.401,0.004,-1.644,-0.285,-0.052,1.311,0.395,-0.134,-1.038,-0.893,-0.038,-0.22,1.512,-0.454,1.098,0.806,1.432,1.507,0.797,1.811,0.349,-0.785,-0.007,1.903,0.753,-0.474,-1.156,0.337,-1.315,-0.9,-0.733,-1.314,-1.613,1.063,-0.817,0.642,1.046,0.062,-2966.968
-0.616,0.151,-1.133,-0.253,1.474,-1.612,1.428,0.224,-0.222,1.069,0.778,0.282,3.142,1.804,0.13,2.419,0.071,-0.353,-1.287,1.829,-0.799,-1.434,0.82,-0.609,-1.069,-2.311,0.024,-1.252,1.437,0.62,1.103,-2.227,0.669,-1.815,-1.371,1.62,-1.319,-0.423,0.411,-0.283,0.355,0.003,-0.244,-1.807,1.076,-0.268,-0.005,1.216,-0.117,0.475,-4390.652
-1.481,-0.001,-0.678,-2.157,0.261,-2.142,-0.984,1.146,-0.589,-0.877,1.874,-1.347,0.404,2.381,-1.224,0.28,1.649,-0.917,1.279,-0.602,1.274,0.652,0.811,1.839,0.217,0.061,0.678,-2.031,-1.925,-0.548,0.845,1.682,1.725,-0.604,-0.283,-1.565,0.308,2.048,-0.661,0.394,0.892,-0.373,-0.575,-0.054,1.925,0.754,0.518,1.121,-1.157,0.606,-11736.022
-0.074,-0.125,-0.243,1.01,0.809,0.682,-1.843,-0.299,-0.631,-0.689,-1.068,-1.266,-1.299,-1.062,0.119,-0.087,0.479,-0.665,0.998,-1.005,0.284,0.811,0.23,-2.368,-0.991,-0.465,0.895,0.686,0.227,0.477,0.047,0.187,0.426,0.546,-0.666,-0.22,1.487,-0.141,1.028,-0.586,-0.067,-1.871,0.504,0.5,0.996,-0.744,-2.504,-1.19,-0.399,-0.543,-13148.018
0.237,2.036,-2.665,-1.223,-0.504,1.028,-0.39,1.339,0.069,0.872,1.21,-0.058,0.668,0.397,0.418,-0.334,1.093,0.542,-1.313,-0.09,-0.881,-0.611,1.349,1.209,0.189,2.64,1.293,0.779,-1.039,-0.65,-0.762,-0.715,0.355,0.21,1.118,0.668,-0.224,-0.006,0.948,-0.549,0.886,-0.836,-0.155,-1.76,-1.235,2.027,-0.817,0.426,-0.325,-0.009,-11467.299
0.805,-0.985,0.562,-1.883,-0.699,-0.449,-0.826,-0.929,-0.655,-0.419,0.237,2.375,0.142,1.598,0.731,-1.049,-1.891,-0.448,1.011,-0.955,0.135,-2.779,-2.477,0.005,-0.07,-1.037,-0.894,-0.518,0.292,-0.202,0.339,0.455,1.106,0.18,0.401,0.109,-1.207,0.004,0.14,1.697,1.063,-0.529,1.571,-0.041,-1.933,-1.557,-0.73,0.383,-1.853,-0.124,-328.912
1.271,-1.953,2.417,-0.959,0.036,1.536,-1.105,1.916,-0.146,-1.696,1.369,-0.629,0.14,0.872,-0.407,-0.187,0.188,-0.438,0.699,-0.53,0.24,0.883,0.495,-0.675,0.198,-0.178,-0.056,-1.221,-0.799,-1.32,1.116,0.07,-2.142,0.575,0.21,-0.211,0.885,0.614,-2.137,0.408,0.002,-0.127,1.485,0.843,1.392,-0.418,0.178,0.545,-0.814,-1.978,-22407.461
2.562,1.454,-1.948,0.38,0.157,-0.729,0.064,0.912,0.584,0.133,1.736,1.035,-1.334,0.572,0.082,0.52,0.26,0.095,-0.842,-1.142,-0.129,0.052,1.919,-2.149,-0.193,0.273,0.653,0.869,0.959,0.387,-0.7,-0.91,-0.397,-0.222,0.313,-0.183,0.512,0.672,0.299,-0.805,-0.711,-0.565,-0.143,-0.865,-0.161,-0.094,-0.83,2.072,0.556,-0.065,-3513.639
0.052,-0.163,-0.952,0.05,0.208,2.12,0.336,-0.594,-0.128,-0.129,0.274,0.75,-0.352,0.037,-0.466,0.173,0.145,-1.348,1.666,-2.032,-1.502,-1.712,0.348,0.008,0.1,-1.037,0.281,0.208,-0.673,0.679,0.408,1.312,0.786,0.259,0.971,-1.187,0.617,0.742,-0.018,0.925,1.61,0.391,-0.484,-0.577,-0.637,0.358,0.544,0.902,0.003,1.397,-10393.912
1.666,0.603,0.755,-0.486,-0.527,1.078,-0.166,-0.31,0.872,-0.518,0.226,-0.132,0.776,1.627,-0.325,0.772,2.062,-2.14,0.378,0.025,-0.167,-0.171,-0.044,-1.485,-0.171,-0.488,-0.844,-0.712,-1.27,-1.787,0.441,-0.966,-0.733,1.532,-0.034,0.362,1.722,-0.672,0.371,-1.014,-0.82,2.288,1.417,0.645,0.588,1.088,0.18,0.586,0.601,-1.908,-19592.682
0.044,-0.576,0.331,1.41,-0.589,1.212,1.036,-2.407,-1.319,0.202,0.353,-0.712,0.887,0.985,-1.359,-0.551,0.928,1.07,-1.353,1.916,-1.291,-0.437,0.38,-0.877,0.972,-1.066,0.56,-0.29,-0.997,-1.722,0.909,-0.299,-0.806,0.045,-0.299,-0.421,1.311,-0.73,-0.917,-1.603,-1.574,1.368,-2.315,-1.049,-1.841,0.861,-1.249,0.484,-0.114,0.556,-20641.557
0.437,0.663,-0.487,0.632,1.275,-0.131,0.259,-0.653,0.161,-0.096,0.078,-0.112,0.515,-2.963,2.595,-0.361,-0.396,-0.91,1.201,-0.434,-0.068,-0.518,1.443,-0.079,-0.287,0.889,1.086,0.023,0.21,0.547,-0.543,-2.181,-0.79,-0.653,0.02,-1.621,-0.564,-0.102,-0.09,1.346,0.491,0.327,1.557,0.115,-1.874,0.927,0.733,-0.939,-0.76,0.489,-15057.555
-0.171,0.885,1.05,-0.541,1.593,-1.405,-2.496,1.858,-0.89,0.707,1.286,-0.472,0.181,1.224,0.756,1.857,1.18,-0.994,0.236,0.416,0.177,-0.459,-0.575,0.815,-1.532,-1.09,1.767,0.083,-0.244,-0.881,-2.315,-0.307,-0.852,0.813,-0.507,0.065,0.784,0.379,-0.617,1.906,0.746,0.355,0.28,-0.475,-0.242,-0.454,-0.26,0.861,0.399,1.114,-13480.943
2.86,-1.165,-1.433,0.838,2.285,-0.063,-0.45,-1.22,-0.191,1.383,0.388,-1.54,0.36,1.113,-0.527,0.349,0.694,-0.441,-0.353,1.229,-0.48,-0.995,1.445,-0.373,-1.15,2.323,-0.93,-0.765,0.935,-1.254,-2.035,0.319,0.387,-1.645,-0.007,-1.011,-0.782,-1.819,1.332,-0.929,-1.999,0.353,-0.532,0.312,2.859,-1.272,-0.167,0.316,-0.911,0.085,-14976.846
-1.653,-0.587,0.109,0.315,-0.756,0.091,-0.209,0.138,1.766,-0.478,-1.191,0.794,-0.705,0.676,1.118,-0.043,1.515,0.172,0.638,0.018,0.59,2.049,-0.083,-0.021,-0.106,1.852,0.427,0.186,0.943,-0.605,-1.099,-1.268,0.312,-1.1,0.1,-0.959,0.589,-0.856,-0.37,-0.812,0.99,0.027,1.688,1.076,-1.044,-0.748,-0.305,-1.541,0.776,1.715,248.914
1.105,-0.752,0.486,0.639,0.695,-0.206,0.589,0.722,1.492,-0.22,0.942,0.642,-0.528,-1.09,-2.03,0.556,1.21,-0.127,-0.938,-1.855,-0.397,0.023,1.586,0.377,0.523,1.161,0.037,1.05,1.391,-1.006,0.545,1.308,-0.794,-0.035,-1.491,-0.483,-0.155,0.447,-0.977,-0.721,0.328,0.468,-0.243,-1.098,1.383,1.581,2.76,-0.978,-0.915,-0.619,-13741.789
0.388,0.73,0.406,0.164,-1.8,-0.015,0.02,0.456,-0.677,-0.47,0.54,0.092,-2.205,-0.659,-0.393,0.754,-0.13,-0.973,0.061,1.935,-0.27,2.041,1.618,-0.207,0.331,-0.529,-2.244,-1.851,-0.89,3.297,0.174,-0.246,1.291,-0.429,0.702,-0.405,0.658,0.415,-0.34,0.639,-1.454,-0.514,0.476,-1.203,2.23,1.397,-0.719,0.28,1.162,0.507,-909.742
0.437,0.569,1.55,-0.634,0.621,0.232,1.477,0.513,0.759,-0.082,-1.92,0.104,1.185,-0.444,1.719,1.705,-0.411,-0.931,1.975,-1.195,0.151,0.672,1.23,0.877,-0.257,-0.38,-0.08,-0.094,-0.938,-0.222,-0.067,1.375,-0.869,-0.409,0.229,-0.573,1.865,-1.216,-0.375,-1.229,0.626,0.918,-0.598,2.086,1.616,0.772,0.891,1.394,-1.292,-1.44,-15356.617
-1.326,-0.042,-0.039,-0.363,-0.252,0.905,-0.193,1.333,0.481,-0.019,-1.393,-0.876,-0.419,-0.674,1.612,-0.424,0.904,-0.035,0.327,-0.562,-2.015,-0.071,-0.797,-0.582,1.388,-1.535,-0.205,-0.396,0.503,-0.423,-1.597,-1.988,-0.355,0.889,0.395,-0.295,0.049,-2.591,-1.165,-0.25,-0.963,1.004,-0.163,0.574,1.457,-0.459,-1.902,1.836,0.329,0.979,-14639.295
-1.286,-0.812,-0.356,-0.391,-1.922,-0.085,-0.957,0.467,1.083,0.029,-1.312,-1.062,-0.564,-1.564,-2.038,0.135,-0.385,0.262,0.521,0.258,-1.086,-1.664,0.207,0.532,0.341,0.505,-0.755,1.323,0.621,-2.4,0.354,0.424,1.252,-0.083,0.645,1.333,-0.622,0.215,0.01,-1.836,-1.175,1.247,-0.914,0.216,-1.129,-1.555,0.296,-0.278,-0.3,0.946,-12478.179
1.196,1.858,0.201,-0.214,-1.022,-0.199,0.642,0.879,2.164,-0.099,-1.371,-0.553,-0.568,0.151,-0.176,3.021,0.166,-1.308,0.108,0.001,-1.211,0.901,0.198,0.402,0.587,0.205,-0.317,1.768,0.934,0.011,0.727,-1.152,-0.005,-0.425,-0.805,0.163,0.942,1.059,1.649,0.741,0.038,-1.577,0.243,-1.321,0.099,2.881,0.346,-0.694,0.331,-1.956,4247.058
0.012,0.793,-1.244,0.399,-1.873,0.205,0.01,-0.86,0.337,0.447,0.882,0.041,0.447,0.234,-0.138,1.153,0.178,-0.244,0.499,-0.035,0.096,2.044,0.732,1.036,-0.02,-1.444,2.618,-0.277,0.492,1.821,0.418,0.525,-1.819,0.453,-1.052,-0.671,0.41,0.015,-2.18,1.007,-1.087,-0.033,0.267,-0.574,0.141,2.058,-0.071,-1.213,-0.456,-0.985,-4608.238
1.414,0.694,-0.975,0.209,0.578,-0.505,-0.617,0.523,-1.728,-0.11,-2.039,-1.976,-0.954,2.072,-1.282,0.582,1.105,-0.622,0.672,0.672,0.339,-1.252,0.133,-0.707,-1.695,2.091,1.148,-0.121,-0.915,-0.297,0.844,0.382,-0.383,0.802,1.109,0.425,0.524,-0.045,-0.116,-0.493,-0.146,0.561,-0.55,1.893,-0.602,1.19,0.842,-0.542,-0.739,0.514,-15099.62
-0.263,-0.972,-0.485,-1.086,0.438,1.66,0.769,0.123,0.91,-0.938,-1.321,-0.31,1.83,-0.789,-1.703,-0.243,0.775,1.086,0.204,-1.105,-0.828,0.306,-0.551,-0.165,0.777,-0.903,-2.476,-1.32,-1.417,0.297,-0.339,1.098,0.082,0.109,-0.295,1.776,2.205,-1.18,0.072,-0.28,-0.339,1.482,0.769,-0.32,0.65,-0.476,0.756,0.991,2.819,-0.083,-25771.051
1.812,0.121,-0.668,1.052,-1.603,-0.839,2.431,0.823,0.131,0.731,1.508,-0.295,0.701,-1.053,-1.23,-0.869,0.638,-1.321,0.101,-0.855,0.446,0.292,-0.368,-0.485,-1.202,-1.714,-1.669,0.481,0.363,0.082,-1.103,-0.389,-0.328,0.95,-1.268,0.621,-0.069,-2.043,-0.488,-0.985,-0.761,1.817,0.064,-2.301,-0.607,-1.194,0.669,0.946,0.416,0.881,-14699.573
-0.28,0.317,0.725,-1.388,-0.658,0.627,-0.399,-0.662,-0.623,-0.985,2.087,-0.755,0.966,-1.464,0.019,0.544,-0.118,-1.056,-0.134,-1.749,1.337,-0.483,1.679,1.131,-0.163,-0.492,2.101,-0.32,0.609,-0.563,0.514,-0.701,2.343,0.777,-0.104,1.086,-1.22,-0.57,-0.129,-0.936,-1.01,-0.294,-0.974,-0.26,-0.034,-0.729,0.357,0.913,-0.457,1.453,-24013.556
-1.123,-1.5,-0.017,-2.052,-0.291,1.935,-0.632,1.427,0.796,0.669,-0.368,0.358,-0.161,-0.412,1.176,2.36,-0.307,0.679,-0.722,1.106,-0.493,-0.457,-0.496,-0.719,-0.854,-0.736,0.461,-1.102,0.234,0.753,-0.299,1.08,-0.912,-0.18,-0.513,-0.245,0.377,-0.6,-0.821,0.406,0.943,-0.414,1.146,-0.332,1.066,0.599,-0.923,1.065,-0.76,0.234,-12156.17
1.107,0.132,0.679,1.437,0.271,1.317,-1.343,-1.88,-0.341,0.597,0.786,1.987,-0.017,0.405,1.726,-0.746,-0.378,-0.344,0.645,-0.787,-0.236,-0.285,-1.469,1.352,-0.273,0.186,-2.414,0.022,0.506,0.582,-1.914,1.275,-0.958,-0.005,-1.805,1.527,0.389,0.417,0.183,1.273,0.015,0.104,-1.1,1.59,-0.735,0.391,0.744,0.146,1.267,1.857,-8340.971
-0.127,-1.322,0.356,0.113,0.887,-1.131,-1.097,1.885,-1.179,-0.402,0.869,1.297,-0.629,3.277,-0.371,-0.568,-0.539,-0.575,0.38,0.897,1.089,1.547,-1.34,-1.11,-0.636,1.022,0.118,-1.983,0.66,1.089,0.181,0.812,0.028,0.455,1.531,0.704,-1.286,0.791,0.702,-0.241,-0.124,0.447,-0.002,-0.897,-0.765,0.632,-1.254,-2.175,0.729,-0.234,-6404.078
-0.191,0.085,-0.313,0.186,0.444,0.796,0.106,1.623,0.533,-0.068,-0.311,0.638,0.683,-0.549,-0.17,-1.086,-0.417,0.835,1.367,0.474,-0.899,-1.371,0.172,-0.126,-0.997,0.89,-1.788,-2.764,-1.018,-0.462,0.218,2.131,-1.007,-2.249,1.422,1.812,0.139,0.669,0.175,-0.67,0.483,-0.221,-0.253,-2.357,1.598,-0.602,0.606,0.135,0.081,-0.591,-21009.143
2.047,-1.8,1.884,1.218,0.214,0.042,0.509,0.298,0.927,1.137,-1.188,-0.314,0.423,0.674,0.181,-1.29,0.627,-1.028,-0.463,-0.594,-0.102,0.757,-0.007,-0.69,-1.363,0.964,-2.781,0.77,0.129,-0.637,1.491,1.848,-2.615,-0.542,-0.091,-0.858,-0.832,-0.512,-0.462,-0.1,-0.619,0.689,0.796,-0.588,1.13,0.365,-0.159,0.614,1.006,-0.293,-19383.263
2.227,0.966,0.66,0.496,-1.174,-1.582,-0.71,0.239,1.421,1.369,-0.149,-0.884,-1.066,-0.927,-1.337,1.116,-0.478,0.848,0.156,0.028,-0.439,1.4,0.429,-0.711,1.047,-0.753,-0.353,-0.527,0.297,0.102,-0.457,-0.969,-1.005,-0.685,0.958,-1.444,1.227,0.942,-0.955,1.587,-0.59,0.019,0.941,0.819,1.59,0.643,-0.216,-1.119,-0.856,0.307,-7025.838
1.901,0.606,-0.235,0.243,-0.802,0.044,2.36,-1.284,-1.47,1.277,-1.038,-0.318,-0.392,1.308,-0.019,0.369,-1.978,0.119,0.367,1.665,0.285,0.829,-1.015,-0.114,0.955,0.762,-1.046,-0.389,1.32,0.067,-1.093,1.27,-1.007,-0.564,1.691,0.373,-0.326,1.158,-1.742,0.949,-0.07,0.333,-1.128,0.679,-0.442,0.008,0.864,0.542,-0.288,-0.939,-9768.589
0.6,0.09,-1.462,-0.38,-0.855,0.829,0.124,-0.207,2.164,-0.479,-0.222,-0.5,-1.011,-1.904,0.594,0.511,-0.929,0.015,-0.585,0.026,0.099,-1.081,1.241,-1.853,-0.573,1.63,-0.285,-0.351,-1.527,0.504,-0.923,0.521,-0.471,-0.4,-0.247,-0.721,-2.095,1.339,0.158,-0.225,-0.184,0.12,-1.34,0.1,0.303,1.653,-0.748,-0.795,0.71,0.83,-5339.447
-1.299,0.819,-0.909,-0.209,-0.001,-0.467,0.123,0.603,0.35,-0.276,0.482,-0.31,-1.512,-0.02,-1.368,-1.544,0.236,0.973,0.18,1.697,-1.21,-0.395,-1.264,1.244,1.461,0.891,0.215,-0.434,-0.329,-0.038,-0.98,1.017,-0.279,-0.044,2.738,0.374,1.376,-2.502,-1.032,-0.34,-1.329,2.029,1.044,-0.165,-0.343,-0.305,-0.631,0.162,-0.018,0.328,-5205.679
0.98,1.124,0.262,2.122,0.514,-0.651,-0.086,-0.516,-0.488,0.513,0.297,2.149,-0.468,1.549,0.681,-0.368,-0.493,0.951,0.231,-0.493,-1.247,1.069,1.44,0.258,-1.957,0.453,-1.401,1.169,-0.668,-0.592,-0.459,0.06,0.382,-1.089,-0.57,0.605,-1.297,0.36,-0.487,-1.196,0.309,1.228,-0.448,1.314,0.601,-0.277,0.53,1.536,-0.199,-2.181,-20920.634
1.346,-0.499,-0.505,-0.078,-0.613,-0.091,-0.362,-0.179,-0.681,0.855,0.119,0.093,-0.353,0.44,-0.101,0.269,-0.994,1.23,0.83,-0.646,-1.154,0.07,1.226,0.486,-0.428,1.075,-0.952,-0.155,-0.139,1.189,0.525,-0.275,-1.727,-0.28,-0.198,-0.236,1.801,0.487,0.086,-1.005,0.335,-1.097,-0.859,-1.533,-0.602,0.244,1.367,0.838,-0.386,1.321,-3687.297
1.536,0.636,0.16,-0.63,0.043,-0.848,-0.865,1.549,-0.095,-0.194,-0.531,-0.717,-0.841,-1.649,-0.886,1.303,0.399,0.759,0.046,0.838,0.348,1.219,0.281,0.41,-0.278,-1.183,0.389,-0.617,0.365,-1.413,1.057,-0.511,-0.973,0.608,-0.188,1.024,0.544,1.003,0.846,-0.403,1.718,2.066,1.45,1.417,2.8,-1.44,-1.421,0.488,-0.55,1.239,-21806.725
-1.14,1.243,0.209,-1.103,0.09,0.325,-1.746,0.602,-1.363,-1.428,-0.962,-1.12,0.02,-0.81,0.058,-1.325,0.265,-0.412,-0.794,0.065,-2.169,0.496,-0.066,-0.387,-0.372,-0.233,1.562,1.39,-1.152,1.747,0.378,1.374,-1.858,0.763,-0.863,-0.291,-1.038,-0.078,0.558,-0.768,0.921,1.776,-0.658,0.188,-1.048,1.235,-1.14,1.814,-1.011,-0.759,-9419.535
0.646,-0.398,0.183,0.18,0.185,-1.994,-1.015,0.653,-0.042,0.302,-0.36,1.112,0.012,0.185,-1.116,-1.153,0.77,0.03,-0.137,0.08,-0.288,-0.408,0.618,-0.632,-1.633,0.58,0.78,1.785,-0.285,-1.849,-0.003,-0.891,-0.332,-0.751,1.044,-0.409,-0.948,0.124,0.724,0.242,0.421,0.266,0.066,0.082,0.141,-0.747,1.434,1.126,-0.914,1.16,-6800.409
-0.544,-0.163,0.941,-0.473,-0.981,-0.869,0.545,-2.044,0.287,0.949,0.858,1.127,-1.149,-1.155,0.361,0.015,1.582,-0.546,1.228,1.677,1.821,-1.657,-0.008,1.11,0.39,-0.568,-1.523,0.236,-1.449,0.49,0.343,-0.311,0.343,1.083,-0.332,0.971,-1.227,0.32,0.023,0.204,0.769,-0.864,0.435,-0.042,1.303,-1.445,-0.599,-0.371,-0.053,-0.541,-10038.59
-2.022,-0.371,-1.246,0.097,-0.753,0.909,-1.63,0.966,-1.193,-0.498,-1.527,-1.448,0.073,2.218,-0.691,-1.314,-0.335,-0.501,0.745,1.212,1.018,-0.844,-0.328,-1.65,-1.898,0.368,-1.332,-0.358,2.448,-0.439,-1.095,0.313,0.766,-0.341,0.289,-1.398,0.352,0.279,0.767,-1.26,-0.955,-0.214,0.626,-1.476,0.453,2.018,-2.071,-0.596,-0.706,0.029,-12196.109
-0.881,-3.037,1.55,-0.536,-1.975,-0.277,0.704,-0.477,0.546,0.707,-0.889,-1.471,0.565,1.558,0.259,-1.591,-0.058,-0.171,0.541,-1.225,-0.42,-1.595,-1.233,-1.064,1.466,-0.43,-0.028,-1.076,0.742,-0.795,0.099,0.34,0.197,0.737,1.891,2.223,0.779,0.312,-0.715,-0.397,2.106,-1.395,-0.358,0.451,0.648,-1.369,-1.457,0.906,1.963,-1.245,-11386.468
-0.063,-2.011,-1.828,2.141,-0.061,-1.622,0.252,-1.694,0.263,-0.693,-0.656,0.189,-0.458,-1.619,-0.995,0.537,0.339,0.943,-0.182,-1.081,0.098,0.713,0.457,1.314,0.836,0.089,0.229,2.511,-1.727,-0.075,0.307,1.256,1.843,0.001,0.654,-0.407,-0.812,-0.332,1.238,-0.541,0.315,1.852,1.316,-0.29,-0.507,-0.41,0.58,-0.898,0.597,-0.347,-9155.298
-1.7,0.434,-0.361,0.189,-2.037,-0.106,0.541,0.565,-1.34,-0.654,-0.074,0.583,-1.491,0.573,-1.289,-0.576,-0.829,1.571,0.035,0.561,-2.041,0.406,-0.679,0.772,-0.062,0.844,1.75,0.609,0.009,0.029,-0.439,1.382,0.672,-1.375,0.525,0.21,-0.124,0.04,-0.337,0.46,-0.659,2.453,-1.323,-1.578,-0.054,-0.371,-0.108,-1.153,2.208,-0.805,-12414.001
0.845,-1.426,-0.009,1.62,-1.288,1.537,-1.657,-1.434,1.143,0.446,-0.472,-1.839,1.033,-0.502,-1.588,0.218,0.604,-0.967,1.505,-0.858,-0.012,-0.235,0.712,0.556,1.68,1.166,1.76,-1.095,1.919,1.387,-1.012,-0.167,0.841,0.499,0.996,-0.774,-0.318,-0.491,0.628,-1.659,0.609,-2.287,0.293,-0.478,1.111,-1.12,1.777,-0.083,-0.076,0.753,-6575.81
1.79,0.77,-1.369,0.328,-0.016,-0.067,0.809,-0.047,0.661,-1.452,-1.342,0.154,1.581,2.051,1.927,0.816,-0.836,-1.457,-0.382,-0.549,0.696,-0.765,-0.861,0.533,0.83,-1.074,0.226,0.232,-0.211,0.588,0.681,-0.26,1.512,-0.646,0.174,-0.347,-1.156,0.346,0.23,-0.539,-1.591,1.321,-0.047,-0.703,-0.834,-0.082,-0.331,-1.024,-0.617,0.263,4372.354
1.722,-0.091,0.386,0.02,0.607,-1.115,0.902,1.349,0.433,0.019,1.427,0.605,0.605,-0.761,-0.246,-0.906,0.175,-1.558,-1.477,1.904,-0.552,0.535,0.21,0.01,0.108,-0.084,0.033,-1.356,0.042,0.531,-1.366,1.388,-0.226,-0.561,1.446,-0.695,-0.691,0.275,0.463,1.565,0.564,-1.062,0.768,1.436,-0.343,1.161,0.337,-0.33,0.973,-0.665,-11886.951
-0.793,-0.126,-2.069,0.34,0.655,-1.35,-1.026,-1.425,0.69,-0.683,-1.063,-0.268,-1.497,-0.11,1.472,0.308,-1.027,1.052,-2.197,-1.044,-1.093,0.865,0.22,0.131,0.889,-0.118,-0.822,0.584,-1.27,0.018,-0.305,-1.103,-0.413,-0.226,0.141,-0.598,1.741,0.786,-1.026,-1.463,-1.218,0.887,0.803,-0.426,1.186,-0.974,0.695,-0.603,1.438,1.315,1565.085
-0.738,0.959,0.227,0.028,-0.634,0.246,-0.785,-0.188,1.083,0.02,-0.54,0.168,-0.46,-1.018,1.242,-0.074,-0.634,-0.829,0.403,-0.967,0.619,-0.406,1.296,1.235,1.597,-1.614,-0.98,0.069,-1.308,0.015,-0.342,0.775,-0.374,0.742,0.28,1.019,1.976,-0.36,-0.733,0.602,-1.493,-0.062,-0.935,0.619,1.001,0.806,0.664,-0.924,-0.126,0.308,-9958.124
0.87,-0.46,0.18,0.445,-1.352,2.09,0.093,0.319,1.923,-1.515,1.314,0.544,1.139,0.857,0.185,-0.095,0.125,-0.276,-1.305,-2.036,-1.199,0.251,0.955,-0.029,-2.05,0.274,1.285,-0.585,-1.675,0.237,-0.697,-0.302,-0.919,1.325,0.726,3,-0.009,0.492,1.516,-1.4,0.862,1.943,-0.347,1.16,1.811,0.386,-0.708,-0.923,0.112,1.332,-22244.897
-0.199,1.005,2.31,0.499,-0.344,0.892,-0.192,0.419,-0.915,-0.234,2.205,2.106,0.338,1.345,-1.679,0.105,-0.526,0.296,-0.894,0.763,-1.832,-0.117,0.759,0.608,-1.529,2.149,-0.994,0.626,0.332,-0.68,0.257,0.127,1.861,1.062,1.068,1.145,-2.47,1.079,0.218,0.199,0.184,1.015,1.136,-0.031,-0.739,0.893,-1.113,0.124,-1.767,2.348,-21405.401
-0.765,0.283,0.92,-0.583,1.123,-1.113,-0.574,-1.009,0.322,0.887,0.715,0.282,0.807,0.389,-1.41,0.29,-1.549,0.87,-0.262,0.102,-1.914,-0.401,1.283,0.847,1.053,-0.469,0.802,-0.011,-1.218,-0.296,-0.103,-1.241,1.604,1.358,-1.386,0.851,0.354,0.149,1.484,-0.854,0.045,-0.097,1.41,-0.085,-1.359,-0.327,1.548,0.398,-0.097,2.144,-10850.15
0.96,-0.891,-1.282,0.185,1.079,-1.345,2.195,-0.895,2.01,-3.221,0.425,0.468,-1.73,0.256,1.068,-0.158,1.039,1.321,-0.059,-1.663,-0.674,-0.547,1.505,0.084,-2.866,0.976,-1.169,-0.927,1.65,-2.017,0.219,-1.081,1.299,0.598,-0.999,0.178,0.504,-0.812,-0.529,-0.493,-0.236,-0.367,-0.765,0.334,0.733,0.035,-1.739,1.688,0.53,-0.933,-7461.772
1.731,1.202,1.271,0.498,1.319,-1.291,0.359,-0.301,0.607,0.133,0.12,0.259,-0.411,1.305,-0.51,0.498,0.38,0.305,-0.717,0.89,1.383,0.154,0.314,0.296,-0.23,-2.246,-0.127,0.433,-0.853,-0.978,0.91,-0.528,0.871,-0.876,0.6,-1.489,0.635,0.943,0.844,-0.159,-0.894,-0.611,0.609,-0.585,-0.833,0.132,0.604,2.654,1.097,-0.158,-1473.381
0.104,-0.264,-1.459,-1.05,-0.097,1.023,0.023,-0.622,1.326,-0.956,0.344,0,0.242,0.566,-0.331,0.207,0.827,0.564,0.554,0.291,-0.024,0.161,-0.611,1.116,-1.118,-0.291,0.586,-0.752,-1.5,-1.618,0.68,-0.182,-1.108,0.069,0.63,-0.023,1.158,-0.506,0.54,1.403,-2.128,-1.626,-0.573,-0.895,-1.822,0.347,-0.299,0.785,1.098,-1.802,-786.175
